invoiceno,invoicedate,customerid,country,amount
580557,05.12.2011,14911,EIRE,76
580558,05.12.2011,14931,Channel Islands,199
580559,05.12.2011,15628,United Kingdom,201
580561,05.12.2011,777777,United Kingdom,0
580580,05.12.2011,777777,United Kingdom,0
580586,05.12.2011,777777,United Kingdom,0
580588,05.12.2011,777777,United Kingdom,0
580595,05.12.2011,14194,United Kingdom,484
580596,05.12.2011,15392,United Kingdom,305
580598,05.12.2011,17526,United Kingdom,323
580599,05.12.2011,12925,United Kingdom,324
580600,05.12.2011,12841,United Kingdom,148
580601,05.12.2011,12841,United Kingdom,5
580602,05.12.2011,16149,United Kingdom,116
580603,05.12.2011,16642,United Kingdom,380
580606,05.12.2011,15290,United Kingdom,60
580607,05.12.2011,15290,United Kingdom,203
580608,05.12.2011,16811,United Kingdom,231
580609,05.12.2011,777777,United Kingdom,0
580610,05.12.2011,777777,United Kingdom,7565
580611,05.12.2011,12748,United Kingdom,363
580612,05.12.2011,777777,United Kingdom,6996
580613,05.12.2011,14759,United Kingdom,752
580614,05.12.2011,16500,United Kingdom,52
580615,05.12.2011,16873,United Kingdom,1855
580619,05.12.2011,15053,United Kingdom,220
580622,05.12.2011,17006,United Kingdom,247
580630,05.12.2011,12913,United Kingdom,534
580631,05.12.2011,16682,United Kingdom,110
580632,05.12.2011,16360,United Kingdom,761
580633,05.12.2011,17579,United Kingdom,174
580634,05.12.2011,14060,United Kingdom,298
580635,05.12.2011,14649,United Kingdom,509
580636,05.12.2011,16746,United Kingdom,453
580637,05.12.2011,15033,United Kingdom,168
580638,05.12.2011,12381,Norway,147
580639,05.12.2011,17254,United Kingdom,107
580640,05.12.2011,16910,United Kingdom,183
580642,05.12.2011,13311,United Kingdom,109
580643,05.12.2011,14547,United Kingdom,327
580644,05.12.2011,16904,United Kingdom,352
580645,05.12.2011,17857,United Kingdom,1933
580646,05.12.2011,17857,United Kingdom,1048
580647,05.12.2011,14083,United Kingdom,441
580648,05.12.2011,12628,Germany,215
580650,05.12.2011,14401,United Kingdom,355
580651,05.12.2011,16851,United Kingdom,104
580652,05.12.2011,17511,United Kingdom,2429
580653,05.12.2011,17706,United Kingdom,774
580654,05.12.2011,15854,United Kingdom,111
580655,05.12.2011,15854,United Kingdom,21
580656,05.12.2011,15621,United Kingdom,233
580657,05.12.2011,14696,United Kingdom,300
580658,05.12.2011,17090,United Kingdom,223
580659,05.12.2011,17811,United Kingdom,154
580660,05.12.2011,16592,United Kingdom,919
580661,05.12.2011,17218,United Kingdom,108
580662,05.12.2011,15856,United Kingdom,480
580663,05.12.2011,15621,United Kingdom,12
580664,05.12.2011,15097,United Kingdom,248
580665,05.12.2011,16684,United Kingdom,5402
580666,05.12.2011,15856,United Kingdom,82
580667,05.12.2011,15031,United Kingdom,177
580668,05.12.2011,13685,United Kingdom,6
580669,05.12.2011,15159,United Kingdom,1352
580670,05.12.2011,18044,United Kingdom,210
580671,05.12.2011,15159,United Kingdom,381
580672,05.12.2011,17920,United Kingdom,308
580673,05.12.2011,13089,United Kingdom,3707
580674,05.12.2011,777777,United Kingdom,4
580675,05.12.2011,15640,United Kingdom,1186
580676,05.12.2011,17817,United Kingdom,119
580677,05.12.2011,16200,United Kingdom,529
580678,05.12.2011,18015,United Kingdom,119
580679,05.12.2011,18198,United Kingdom,319
580680,05.12.2011,13001,United Kingdom,593
580681,05.12.2011,13083,United Kingdom,111
580682,05.12.2011,16968,United Kingdom,187
580683,05.12.2011,777777,United Kingdom,8
580684,05.12.2011,13305,United Kingdom,213
580685,05.12.2011,17676,United Kingdom,343
580687,05.12.2011,16379,United Kingdom,400
580688,05.12.2011,15550,United Kingdom,143
580689,05.12.2011,12994,United Kingdom,331
580690,05.12.2011,16597,United Kingdom,91
580691,05.12.2011,13790,United Kingdom,341
580692,05.12.2011,13173,United Kingdom,187
580693,05.12.2011,15690,United Kingdom,129
580694,05.12.2011,16600,United Kingdom,242
580695,05.12.2011,13230,United Kingdom,397
580696,05.12.2011,17757,United Kingdom,189
580697,05.12.2011,15984,United Kingdom,540
580699,05.12.2011,777777,United Kingdom,8
580700,05.12.2011,14219,United Kingdom,89
580704,05.12.2011,17404,Sweden,238
580705,05.12.2011,12683,France,714
580706,05.12.2011,12683,France,85
580709,05.12.2011,777777,United Kingdom,7
580712,05.12.2011,13021,United Kingdom,305
580713,05.12.2011,18030,United Kingdom,110
580715,05.12.2011,777777,United Kingdom,6
580716,05.12.2011,12367,Denmark,168
580717,05.12.2011,14608,United Kingdom,508
580718,05.12.2011,13079,United Kingdom,30
580719,05.12.2011,14739,United Kingdom,535
580720,05.12.2011,14629,United Kingdom,349
580721,05.12.2011,15274,United Kingdom,334
580722,05.12.2011,13985,United Kingdom,148
580723,05.12.2011,15856,United Kingdom,498
580724,05.12.2011,777777,United Kingdom,4
580725,05.12.2011,15932,United Kingdom,301
580727,05.12.2011,14096,United Kingdom,8922
580728,05.12.2011,15145,United Kingdom,157
580729,05.12.2011,777777,United Kingdom,8997
580730,05.12.2011,777777,United Kingdom,6837
580731,05.12.2011,17383,United Kingdom,201
580732,05.12.2011,777777,United Kingdom,34
580733,06.12.2011,16929,United Kingdom,206
580734,06.12.2011,12766,Portugal,718
580735,06.12.2011,17728,United Kingdom,588
580736,06.12.2011,12716,France,377
580737,06.12.2011,14140,United Kingdom,392
580738,06.12.2011,17666,United Kingdom,319
580739,06.12.2011,777777,United Kingdom,10
580742,06.12.2011,13694,United Kingdom,1225
580743,06.12.2011,777777,United Kingdom,0
580744,06.12.2011,13694,United Kingdom,1759
580745,06.12.2011,13694,United Kingdom,145
580746,06.12.2011,12584,Italy,201
580748,06.12.2011,777777,United Kingdom,10
580750,06.12.2011,12749,United Kingdom,763
580752,06.12.2011,12478,Greece,680
580753,06.12.2011,12682,France,639
580754,06.12.2011,777777,United Kingdom,4429
580755,06.12.2011,14737,United Kingdom,83
580756,06.12.2011,12723,France,78
580757,06.12.2011,13709,United Kingdom,500
580758,06.12.2011,13709,United Kingdom,32
580759,06.12.2011,17593,United Kingdom,673
580760,06.12.2011,12877,United Kingdom,97
580763,06.12.2011,16013,United Kingdom,791
580765,06.12.2011,14562,United Kingdom,61
580771,06.12.2011,16015,United Kingdom,201
580772,06.12.2011,15992,United Kingdom,43
580774,06.12.2011,13994,United Kingdom,118
580775,06.12.2011,16523,United Kingdom,33
580776,06.12.2011,14562,United Kingdom,261
580777,06.12.2011,14547,United Kingdom,154
580778,06.12.2011,16949,United Kingdom,81
580808,06.12.2011,16133,United Kingdom,310
580816,06.12.2011,15157,United Kingdom,429
580819,06.12.2011,15318,United Kingdom,309
580820,06.12.2011,13685,United Kingdom,3
580822,06.12.2011,17884,United Kingdom,116
580830,06.12.2011,14825,United Kingdom,102
580831,06.12.2011,14418,United Kingdom,898
580833,06.12.2011,16764,United Kingdom,201
580848,06.12.2011,18005,United Kingdom,109
580852,06.12.2011,16790,United Kingdom,178
580865,06.12.2011,17914,United Kingdom,330
580872,06.12.2011,18283,United Kingdom,212
580873,06.12.2011,15061,United Kingdom,3897
580874,06.12.2011,14735,United Kingdom,557
580875,06.12.2011,17744,United Kingdom,729
580876,06.12.2011,14071,United Kingdom,121
580877,06.12.2011,17250,United Kingdom,223
580878,06.12.2011,14113,United Kingdom,470
580879,06.12.2011,17346,United Kingdom,136
580880,06.12.2011,14121,United Kingdom,771
580881,06.12.2011,16620,United Kingdom,84
580882,06.12.2011,12971,United Kingdom,103
580883,06.12.2011,16979,United Kingdom,232
580884,06.12.2011,15907,United Kingdom,426
580885,06.12.2011,16353,United Kingdom,356
580887,06.12.2011,13755,United Kingdom,157
580888,06.12.2011,14110,United Kingdom,325
580889,06.12.2011,14071,United Kingdom,29
580890,06.12.2011,15189,United Kingdom,349
580891,06.12.2011,17481,United Kingdom,173
580892,06.12.2011,13199,United Kingdom,301
580893,06.12.2011,17290,United Kingdom,173
580894,06.12.2011,13408,United Kingdom,417
580901,06.12.2011,16528,United Kingdom,244
580902,06.12.2011,13881,United Kingdom,569
580903,06.12.2011,14606,United Kingdom,225
580904,06.12.2011,15311,United Kingdom,428
580905,06.12.2011,16313,United Kingdom,106
580906,06.12.2011,13104,United Kingdom,340
580907,06.12.2011,13507,United Kingdom,458
580908,06.12.2011,16495,United Kingdom,440
580909,06.12.2011,18225,United Kingdom,332
580910,06.12.2011,13225,United Kingdom,1363
580911,06.12.2011,14503,United Kingdom,338
580914,06.12.2011,14871,United Kingdom,165
580915,06.12.2011,17705,United Kingdom,215
580916,06.12.2011,13685,United Kingdom,7
580937,06.12.2011,16143,United Kingdom,477
580939,06.12.2011,14907,United Kingdom,476
580955,06.12.2011,12442,Spain,171
580956,06.12.2011,17841,United Kingdom,969
580958,06.12.2011,17266,United Kingdom,177
580959,06.12.2011,14673,United Kingdom,366
580960,06.12.2011,16016,United Kingdom,140
580961,06.12.2011,14572,United Kingdom,135
580962,06.12.2011,17119,United Kingdom,60
580963,06.12.2011,14868,United Kingdom,391
580964,06.12.2011,15822,United Kingdom,447
580965,06.12.2011,12417,Belgium,369
580967,06.12.2011,14216,United Kingdom,139
580969,06.12.2011,16076,United Kingdom,161
580972,06.12.2011,15194,United Kingdom,705
580973,06.12.2011,12820,United Kingdom,211
580974,06.12.2011,14293,United Kingdom,304
580975,06.12.2011,12989,United Kingdom,61
580976,06.12.2011,777777,United Kingdom,5
580977,06.12.2011,16569,United Kingdom,123
580978,06.12.2011,13078,United Kingdom,839
580979,06.12.2011,12362,Belgium,533
580980,06.12.2011,17730,United Kingdom,659
580981,06.12.2011,16201,United Kingdom,507
580982,06.12.2011,17861,United Kingdom,435
580983,06.12.2011,777777,United Kingdom,6095
580984,06.12.2011,16711,United Kingdom,295
580985,06.12.2011,17389,United Kingdom,4415
580986,06.12.2011,12650,France,316
580987,06.12.2011,17389,United Kingdom,720
580988,06.12.2011,18154,United Kingdom,179
580990,06.12.2011,777777,United Kingdom,0
580991,06.12.2011,777777,United Kingdom,0
580992,06.12.2011,14282,United Kingdom,85
580993,06.12.2011,13323,United Kingdom,275
580996,06.12.2011,14578,United Kingdom,167
580997,06.12.2011,15023,United Kingdom,690
580998,06.12.2011,16987,United Kingdom,230
580999,06.12.2011,17883,United Kingdom,186
581000,07.12.2011,12720,Germany,384
581001,07.12.2011,12583,France,695
581002,07.12.2011,14708,United Kingdom,424
581003,07.12.2011,14911,EIRE,1272
581004,07.12.2011,16539,United Kingdom,337
581005,07.12.2011,12828,United Kingdom,83
581006,07.12.2011,14911,EIRE,1187
581007,07.12.2011,12912,United Kingdom,188
581008,07.12.2011,13089,United Kingdom,362
581010,07.12.2011,17503,United Kingdom,219
581011,07.12.2011,14397,United Kingdom,222
581013,07.12.2011,17017,United Kingdom,631
581014,07.12.2011,16458,United Kingdom,176
581015,07.12.2011,13949,United Kingdom,521
581016,07.12.2011,14141,United Kingdom,227
581017,07.12.2011,14910,United Kingdom,109
581018,07.12.2011,13743,United Kingdom,277
581019,07.12.2011,14794,United Kingdom,206
581020,07.12.2011,17511,United Kingdom,4950
581021,07.12.2011,14769,United Kingdom,343
581022,07.12.2011,12826,United Kingdom,143
581023,07.12.2011,777777,United Kingdom,6054
581027,07.12.2011,17091,United Kingdom,454
581034,07.12.2011,17049,United Kingdom,395
581057,07.12.2011,16817,United Kingdom,216
581058,07.12.2011,15969,United Kingdom,135
581059,07.12.2011,13267,United Kingdom,302
581064,07.12.2011,13882,United Kingdom,192
581068,07.12.2011,16191,United Kingdom,244
581074,07.12.2011,15568,United Kingdom,337
581095,07.12.2011,17238,United Kingdom,139
581096,07.12.2011,17412,United Kingdom,186
581097,07.12.2011,13685,United Kingdom,1170
581098,07.12.2011,14911,EIRE,1400
581099,07.12.2011,18219,United Kingdom,241
581101,07.12.2011,17835,United Kingdom,113
581102,07.12.2011,777777,United Kingdom,0
581103,07.12.2011,777777,United Kingdom,0
581104,07.12.2011,13668,United Kingdom,334
581105,07.12.2011,16000,United Kingdom,8346
581107,07.12.2011,16000,United Kingdom,2046
581108,07.12.2011,15984,United Kingdom,204
581110,07.12.2011,16000,United Kingdom,2002
581112,07.12.2011,16678,United Kingdom,323
581113,07.12.2011,14534,United Kingdom,131
581114,07.12.2011,14527,United Kingdom,362
581115,07.12.2011,15195,United Kingdom,3861
581116,07.12.2011,17232,United Kingdom,216
581118,07.12.2011,15136,United Kingdom,211
581119,07.12.2011,15136,United Kingdom,44
581120,07.12.2011,17042,United Kingdom,120
581122,07.12.2011,12839,United Kingdom,753
581123,07.12.2011,15750,United Kingdom,340
581125,07.12.2011,14087,United Kingdom,194
581126,07.12.2011,18272,United Kingdom,366
581127,07.12.2011,16271,United Kingdom,15
581129,07.12.2011,15498,United Kingdom,863
581130,07.12.2011,18237,United Kingdom,125
581131,07.12.2011,16393,United Kingdom,304
581132,07.12.2011,17590,United Kingdom,324
581133,07.12.2011,14904,United Kingdom,627
581134,07.12.2011,16368,United Kingdom,193
581135,07.12.2011,18092,United Kingdom,562
581136,07.12.2011,18273,United Kingdom,51
581137,07.12.2011,17434,United Kingdom,322
581138,07.12.2011,12950,United Kingdom,360
581139,07.12.2011,13798,United Kingdom,822
581140,07.12.2011,13870,United Kingdom,152
581141,07.12.2011,14132,United Kingdom,312
581142,07.12.2011,14204,United Kingdom,160
581143,07.12.2011,17490,United Kingdom,41
581144,07.12.2011,14085,United Kingdom,229
581146,07.12.2011,17602,United Kingdom,1093
581147,07.12.2011,16426,United Kingdom,240
581149,07.12.2011,15471,United Kingdom,473
581150,07.12.2011,17266,United Kingdom,22
581163,07.12.2011,12747,United Kingdom,439
581164,07.12.2011,14395,United Kingdom,559
581165,07.12.2011,15701,United Kingdom,316
581166,07.12.2011,15525,United Kingdom,312
581167,07.12.2011,13534,United Kingdom,358
581168,07.12.2011,16779,United Kingdom,344
581169,07.12.2011,16779,United Kingdom,614
581170,07.12.2011,13767,United Kingdom,887
581171,07.12.2011,12615,France,423
581172,07.12.2011,16525,United Kingdom,321
581173,07.12.2011,17870,United Kingdom,263
581174,07.12.2011,13769,United Kingdom,318
581175,07.12.2011,14646,Netherlands,10898
581176,07.12.2011,14646,Netherlands,575
581177,07.12.2011,14032,United Kingdom,183
581179,07.12.2011,12471,Germany,2241
581180,07.12.2011,12347,Iceland,222
581181,07.12.2011,14189,United Kingdom,301
581182,07.12.2011,12783,Portugal,399
581183,07.12.2011,12569,Germany,150
581184,07.12.2011,12569,Germany,108
581185,07.12.2011,16672,United Kingdom,270
581186,07.12.2011,13756,United Kingdom,247
581187,07.12.2011,13756,United Kingdom,598
581188,07.12.2011,17735,United Kingdom,888
581190,07.12.2011,777777,United Kingdom,0
581191,07.12.2011,17449,United Kingdom,426
581192,07.12.2011,15883,United Kingdom,254
581193,07.12.2011,17097,Spain,141
581194,07.12.2011,15298,United Kingdom,311
581195,07.12.2011,12935,United Kingdom,12
581196,07.12.2011,12935,United Kingdom,330
581197,07.12.2011,777777,United Kingdom,24
581198,07.12.2011,777777,United Kingdom,0
581199,07.12.2011,777777,United Kingdom,0
581200,07.12.2011,777777,United Kingdom,0
581201,07.12.2011,777777,United Kingdom,0
581202,07.12.2011,777777,United Kingdom,0
581203,07.12.2011,777777,United Kingdom,0
581204,07.12.2011,777777,United Kingdom,0
581205,07.12.2011,777777,United Kingdom,0
581206,07.12.2011,777777,United Kingdom,0
581207,07.12.2011,777777,United Kingdom,0
581208,07.12.2011,777777,United Kingdom,0
581209,07.12.2011,777777,United Kingdom,0
581210,07.12.2011,777777,United Kingdom,0
581211,07.12.2011,777777,United Kingdom,0
581212,07.12.2011,777777,United Kingdom,0
581213,07.12.2011,777777,United Kingdom,0
581214,08.12.2011,14251,United Kingdom,482
581215,08.12.2011,13408,United Kingdom,445
581216,08.12.2011,16523,United Kingdom,818
581217,08.12.2011,777777,United Kingdom,6928
581218,08.12.2011,14191,United Kingdom,428
581219,08.12.2011,777777,United Kingdom,8138
581220,08.12.2011,13924,United Kingdom,302
581221,08.12.2011,17856,United Kingdom,275
581222,08.12.2011,14520,United Kingdom,105
581223,08.12.2011,15237,United Kingdom,83
581224,08.12.2011,17631,United Kingdom,111
581225,08.12.2011,17677,United Kingdom,656
581226,08.12.2011,777777,United Kingdom,0
581227,08.12.2011,17677,United Kingdom,47
581230,08.12.2011,14291,United Kingdom,535
581231,08.12.2011,14291,United Kingdom,20
581232,08.12.2011,12358,Austria,683
581233,08.12.2011,13436,United Kingdom,197
581234,08.12.2011,777777,United Kingdom,0
581236,08.12.2011,13468,United Kingdom,124
581237,08.12.2011,15443,United Kingdom,377
581238,08.12.2011,777777,United Kingdom,5365
581241,08.12.2011,15520,United Kingdom,342
581246,08.12.2011,15453,United Kingdom,132
581251,08.12.2011,18210,United Kingdom,178
581252,08.12.2011,14129,United Kingdom,152
581253,08.12.2011,16891,United Kingdom,114
581256,08.12.2011,777777,United Kingdom,4844
581266,08.12.2011,12621,Germany,1184
581279,08.12.2011,12437,France,165
581281,08.12.2011,18109,United Kingdom,691
581285,08.12.2011,13394,United Kingdom,302
581291,08.12.2011,14135,United Kingdom,139
581310,08.12.2011,16442,United Kingdom,181
581324,08.12.2011,14217,United Kingdom,93
581325,08.12.2011,15877,United Kingdom,250
581327,08.12.2011,15187,United Kingdom,329
581333,08.12.2011,15159,United Kingdom,105
581334,08.12.2011,17841,United Kingdom,829
581335,08.12.2011,15214,United Kingdom,129
